Bias,Current,error
1.44771,9.99351,0.00384
1.45171,9.99378,0.00353
1.45571,9.99307,0.00404
1.45971,9.9927,0.00441
1.46371,9.99225,0.0051
1.46771,9.99297,0.00464
1.47171,9.99354,0.00392
1.47571,9.99479,0.00286
1.47971,9.99666,0.00153
1.48371,9.99816,4.33796E-4
1.48771,9.99854,2.42268E-4
1.49171,9.99821,5.72577E-4
1.49571,9.99865,1.25876E-4
1.49971,9.99878,0
1.50371,9.99878,0
1.50771,9.99878,0
1.51171,9.99878,0
1.51571,9.99878,0
1.51971,9.99878,0
1.52371,9.99878,0
1.52771,9.99878,0
1.53171,9.99878,0
1.53571,9.99878,0
1.53971,9.99878,0
1.54371,9.99878,0
1.54771,9.99878,0
1.55171,9.99878,0
1.55571,9.99878,0
1.55971,9.99878,0
1.56371,9.99878,0
1.56771,9.99878,0
1.57171,9.99878,0
1.57571,9.99878,0
1.57971,9.99878,0
1.58371,9.99878,0
1.58771,9.99878,0
1.59171,9.99878,0
1.59571,9.99878,0
1.59971,9.99878,0
1.60371,9.99878,0
1.60771,9.99878,0
1.61171,9.99878,0
1.61571,9.99878,0
1.61971,9.99878,0
1.62371,9.99878,0
1.62771,9.99878,0
1.63171,9.99878,0
1.63571,9.99878,0
1.63971,9.99878,0
1.64371,9.99878,0
1.64771,9.99878,0
1.65171,9.99878,0
1.65571,9.99878,0
1.65971,9.99878,0
1.66371,9.99878,0
1.66771,9.99878,0
1.67171,9.99878,0
1.67571,9.99878,0
1.67971,9.99878,0
1.68371,9.99878,0
1.68771,9.99878,0
1.69171,9.99878,0
1.69571,9.99878,0
1.69971,9.99878,0
1.70371,9.99878,0
1.70771,9.99878,0
1.71171,9.99878,0
1.71571,9.99878,0
1.71971,9.99878,0
1.72371,9.99878,0
1.72771,9.99878,0
1.73171,9.99878,0
1.73571,9.99878,0
1.73971,9.99878,0
1.74372,9.99878,0
1.74772,9.99878,0
1.75172,9.99878,0
1.75572,9.99878,0
1.75972,9.99878,0
1.76372,9.99878,0
1.76772,9.99878,0
1.77172,9.99878,0
1.77572,9.99878,0
1.77972,9.99878,0
1.78372,9.99878,0
1.78772,9.99878,0
1.79172,9.99878,0
1.79572,9.99878,0
1.79972,9.99878,0
1.80372,9.99878,0
1.80772,9.99878,0
1.81172,9.99878,0
1.81572,9.99878,0
1.81972,9.99878,0
1.82372,9.99878,0
1.82772,9.99878,0
1.83172,9.99878,0
1.83572,9.99878,0
1.83972,9.99878,0
1.84372,9.99878,0
1.84772,9.99878,0
1.85172,9.99878,0
1.85572,9.99878,0
1.85972,9.99878,0
1.86372,9.99878,0
1.86772,9.99878,0
1.87172,9.99878,0
1.87572,9.99878,0
1.87972,9.99878,0
1.88372,9.99878,0
1.88772,9.99878,0
1.89172,9.99878,0
1.89572,9.99878,0
1.89972,9.99878,0
1.90372,9.99878,0
1.90772,9.99878,0
1.91172,9.99878,0
1.91572,9.99878,0
1.91972,9.99878,0
1.92372,9.99878,0
1.92772,9.99878,0
1.93172,9.99878,0
1.93572,9.99878,0
1.93972,9.99878,0
1.94372,9.99878,0
1.94772,9.99878,0
1.95172,9.99878,0
1.95572,9.99878,0
1.95972,9.99878,0
1.96372,9.99878,0
1.96772,9.99878,0
1.97172,9.99878,0
1.97572,9.99878,0
1.97972,9.99878,0
1.98372,9.99878,0
1.98772,9.99841,3.74433E-4
1.99172,9.99655,0.00205
